;jor;coach;system;teamid
0;1;Apostolos Mantzios;4-2-3-1;605
1;2;Apostolos Mantzios;4-2-3-1;605
2;3;Apostolos Mantzios;4-2-3-1;605
3;4;Apostolos Mantzios;4-3-3;605
4;5;Apostolos Mantzios;4-3-3;605
5;6;Apostolos Mantzios;4-2-3-1;605
6;7;Apostolos Mantzios;4-2-3-1;605
7;8;Apostolos Mantzios;4-2-3-1;605
8;9;Apostolos Mantzios;4-2-3-1;605
9;10;Apostolos Mantzios;4-2-3-1;605
10;11;Apostolos Mantzios;4-3-3;605
11;12;Apostolos Mantzios;4-2-3-1;605
12;13;Apostolos Mantzios;4-2-3-1;605
13;14;Apostolos Mantzios;4-3-3;605
14;15;Apostolos Mantzios;4-3-3;605
15;16;Apostolos Mantzios;4-3-3;605
16;17;Germán Burgos;4-2-3-1;605
17;18;Apostolos Mantzios;4-2-3-1;605
18;19;Apostolos Mantzios;4-2-3-1;605
19;20;Apostolos Mantzios;4-3-3;605
20;21;Apostolos Mantzios;4-3-3;605
21;22;Apostolos Mantzios;4-2-3-1;605
22;23;Apostolos Mantzios;4-4-2;605
23;24;Apostolos Terzis;4-2-3-1;605
24;25;Germán Burgos;4-2-3-1;605
25;26;Germán Burgos;4-2-3-1;605
