;jor;coach;system;teamid
0;1;Francesco Farioli;4-1-4-1;6646
1;2;Francesco Farioli;4-1-4-1;6646
2;3;Francesco Farioli;4-1-4-1;6646
3;4;Francesco Farioli;4-1-4-1;6646
4;5;Francesco Farioli;4-1-4-1;6646
5;6;Francesco Farioli;4-1-4-1;6646
6;7;Francesco Farioli;3-4-3;6646
7;8;Francesco Farioli;4-1-4-1;6646
8;9;Francesco Farioli;4-1-4-1;6646
9;10;Francesco Farioli;4-1-4-1;6646
10;11;Francesco Farioli;4-1-4-1;6646
11;12;Francesco Farioli;4-2-3-1;6646
12;13;Francesco Farioli;4-1-4-1;6646
13;14;Francesco Farioli;4-1-4-1;6646
14;15;Francesco Farioli;4-1-4-1;6646
15;16;Francesco Farioli;4-1-4-1;6646
16;17;Volkan Demirel;4-3-3;6646
17;18;Volkan Demirel;4-1-4-1;6646
18;19;Volkan Demirel;4-1-4-1;6646
19;20;Volkan Demirel;4-1-4-1;6646
20;21;Volkan Demirel;4-2-3-1;6646
21;22;Volkan Demirel;4-1-4-1;6646
22;23;Gökhan Kagitcioglu;4-1-4-1;6646
23;24;Volkan Demirel;4-1-4-1;6646
24;25;Volkan Demirel;4-1-4-1;6646
25;26;Volkan Demirel;4-1-4-1;6646
26;27;Volkan Demirel;4-2-3-1;6646
27;28;Volkan Demirel;4-1-4-1;6646
28;29;Volkan Demirel;4-1-4-1;6646
29;30;Volkan Demirel;4-1-4-1;6646
30;31;Volkan Demirel;4-1-4-1;6646
31;32;Volkan Demirel;4-1-4-1;6646
32;33;Volkan Demirel;4-1-4-1;6646
33;34;Volkan Demirel;4-1-4-1;6646
34;35;Volkan Demirel;4-2-3-1;6646
35;36;Volkan Demirel;4-2-3-1;6646
36;37;Volkan Demirel;4-1-4-1;6646
37;38;Volkan Demirel;4-2-3-1;6646
