;jor;coach;system;teamid
0;1;Sebastian Hoeneß;4-2-3-1;533
1;2;Sebastian Hoeneß;4-2-3-1;533
2;3;Sebastian Hoeneß;4-2-3-1;533
3;4;Sebastian Hoeneß;4-2-3-1;533
4;5;Sebastian Hoeneß;4-2-3-1;533
5;6;Sebastian Hoeneß;4-2-3-1;533
6;7;Sebastian Hoeneß;4-3-3;533
7;8;Sebastian Hoeneß;3-4-1-2;533
8;9;Sebastian Hoeneß;5-4-1;533
9;10;Sebastian Hoeneß;3-4-1-2;533
10;11;Sebastian Hoeneß;3-4-1-2;533
11;12;Sebastian Hoeneß;4-3-3;533
12;13;Sebastian Hoeneß;4-3-3;533
13;14;Sebastian Hoeneß;5-4-1;533
14;15;Sebastian Hoeneß;5-4-1;533
15;16;Sebastian Hoeneß;5-3-2;533
16;17;Sebastian Hoeneß;5-4-1;533
17;18;Sebastian Hoeneß;3-1-4-2;533
18;19;Sebastian Hoeneß;3-1-4-2;533
19;20;Sebastian Hoeneß;3-5-2;533
20;21;Sebastian Hoeneß;3-4-1-2;533
21;22;Sebastian Hoeneß;3-4-1-2;533
22;23;Sebastian Hoeneß;3-4-2-1;533
23;24;Sebastian Hoeneß;3-1-4-2;533
24;25;Sebastian Hoeneß;3-4-1-2;533
25;26;Sebastian Hoeneß;3-4-1-2;533
26;27;Sebastian Hoeneß;3-4-1-2;533
27;28;Sebastian Hoeneß;3-4-1-2;533
28;29;Sebastian Hoeneß;3-4-1-2;533
29;30;Sebastian Hoeneß;3-1-4-2;533
30;31;Sebastian Hoeneß;3-4-2-1;533
31;32;Sebastian Hoeneß;4-3-1-2;533
32;33;Sebastian Hoeneß;4-3-1-2;533
33;34;Sebastian Hoeneß;4-1-4-1;533
