;jor;coach;system;teamid
0;1;Pako Ayestarán;4-2-3-1;7179
1;2;Pako Ayestarán;4-2-3-1;7179
2;3;Pako Ayestarán;4-2-3-1;7179
3;4;Pako Ayestarán;4-2-3-1;7179
4;5;Pako Ayestarán;4-4-2;7179
5;6;Pako Ayestarán;4-2-3-1;7179
6;7;Pako Ayestarán;4-2-3-1;7179
7;8;Pako Ayestarán;4-3-3;7179
8;9;Pako Ayestarán;4-3-3;7179
9;10;Pako Ayestarán;4-2-3-1;7179
10;11;Pako Ayestarán;4-3-3;7179
11;12;Pako Ayestarán;4-3-3;7179
12;13;Pako Ayestarán;4-2-3-1;7179
13;14;Pako Ayestarán;4-2-3-1;7179
14;15;Pako Ayestarán;4-3-3;7179
15;16;Pako Ayestarán;4-3-3;7179
16;17;Pako Ayestarán;4-1-4-1;7179
17;18;Pako Ayestarán;4-1-4-1;7179
18;19;Pako Ayestarán;4-3-3;7179
19;20;Pako Ayestarán;4-3-3;7179
20;21;Pako Ayestarán;4-4-2;7179
21;22;Pako Ayestarán;4-3-3;7179
22;23;Pako Ayestarán;3-4-3;7179
23;24;Pako Ayestarán;4-3-3;7179
24;25;Pako Ayestarán;3-1-4-2;7179
25;26;Pako Ayestarán;3-5-2;7179
26;27;Nuno Campos;3-4-3;7179
27;28;Nuno Campos;3-4-3;7179
28;29;Nuno Campos;3-4-3;7179
29;30;Nuno Campos;3-4-3;7179
30;31;Nuno Campos;3-4-3;7179
31;32;Nuno Campos;3-4-3;7179
32;33;Nuno Campos;3-4-3;7179
33;34;Nuno Campos;3-4-3;7179
