;jor;coach;system;teamid
0;1;Fabio Grosso;4-3-3;8970
1;2;Fabio Grosso;4-3-3;8970
2;3;Fabio Grosso;4-3-3;8970
3;4;Fabio Grosso;4-3-3;8970
4;5;Fabio Grosso;4-3-3;8970
5;6;Fabio Grosso;4-3-3;8970
6;7;Fabio Grosso;4-4-2;8970
7;8;Fabio Grosso;4-3-3;8970
8;9;Fabio Grosso;4-3-3;8970
9;10;Fabio Grosso;4-3-3;8970
10;11;Fabio Grosso;4-3-3;8970
11;12;Fabio Grosso;4-3-3;8970
12;13;Fabio Grosso;4-3-3;8970
13;14;Fabio Grosso;4-3-3;8970
14;15;Fabio Grosso;4-3-3;8970
15;16;Fabio Grosso;4-3-3;8970
16;17;Fabio Grosso;4-3-3;8970
17;18;Fabio Grosso;4-3-3;8970
18;19;Fabio Grosso;4-3-3;8970
19;20;Fabio Grosso;4-3-3;8970
20;21;Fabio Grosso;4-3-3;8970
21;22;Fabio Grosso;4-3-3;8970
22;23;Fabio Grosso;4-3-3;8970
23;24;Fabio Grosso;4-3-3;8970
24;25;Fabio Grosso;4-3-3;8970
25;26;Fabio Grosso;4-3-3;8970
26;27;Fabio Grosso;4-3-3;8970
27;28;Fabio Grosso;4-3-3;8970
28;29;Fabio Grosso;4-3-3;8970
29;30;Fabio Grosso;4-3-3;8970
30;31;Fabio Grosso;4-3-3;8970
31;32;Fabio Grosso;4-3-3;8970
32;33;Fabio Grosso;3-5-2;8970
33;34;Fabio Grosso;4-3-3;8970
34;35;Fabio Grosso;4-3-3;8970
35;36;Fabio Grosso;4-3-3;8970
36;37;Fabio Grosso;4-3-3;8970
37;38;Fabio Grosso;4-3-3;8970
