;jor;coach;system;teamid
0;1;Edward Still;5-3-2;172
1;2;Edward Still;5-4-1;172
2;3;Edward Still;5-4-1;172
3;4;Edward Still;3-5-2;172
4;5;Edward Still;3-5-2;172
5;6;Edward Still;3-5-2;172
6;7;Edward Still;3-5-2;172
7;8;Edward Still;3-5-2;172
8;9;Edward Still;3-4-3;172
9;10;Edward Still;3-5-2;172
10;11;Edward Still;3-4-1-2;172
11;12;Edward Still;3-5-2;172
12;13;Edward Still;3-4-3;172
13;14;Edward Still;3-4-3;172
14;15;Edward Still;3-4-3;172
15;16;Edward Still;3-4-2-1;172
16;17;Edward Still;3-4-2-1;172
17;18;Edward Still;3-4-2-1;172
18;19;Edward Still;3-4-3;172
19;20;Edward Still;3-4-3;172
20;21;Edward Still;3-4-2-1;172
21;22;Edward Still;3-4-3;172
22;23;Edward Still;3-4-3;172
23;24;Edward Still;3-5-2;172
24;25;Edward Still;3-4-3;172
25;26;Edward Still;3-5-2;172
26;27;Edward Still;3-4-1-2;172
27;28;Edward Still;3-4-2-1;172
28;29;Edward Still;3-4-1-2;172
29;30;Edward Still;3-4-2-1;172
30;31;Edward Still;3-4-2-1;172
31;32;Edward Still;3-4-1-2;172
32;33;Edward Still;3-4-1-2;172
33;34;Edward Still;3-4-2-1;172
