;jor;coach;system;teamid
0;1;Mick McCarthy;5-4-1;603
1;2;Mick McCarthy;5-4-1;603
2;3;Mick McCarthy;5-4-1;603
3;4;Mick McCarthy;5-4-1;603
4;5;Mick McCarthy;5-4-1;603
5;6;Mick McCarthy;4-4-2;603
6;7;Mick McCarthy;5-4-1;603
7;8;Mick McCarthy;5-4-1;603
8;9;Mick McCarthy;5-4-1;603
9;10;Mick McCarthy;5-4-1;603
10;11;Mick McCarthy;4-2-3-1;603
11;12;Mick McCarthy;3-4-3;603
12;13;Mick McCarthy;4-2-3-1;603
13;14;Mick McCarthy;4-2-3-1;603
14;15;Steve Morison;3-4-2-1;603
15;16;Steve Morison;3-4-2-1;603
16;17;Steve Morison;3-4-2-1;603
17;18;Steve Morison;3-4-3;603
18;19;Steve Morison;3-4-3;603
19;20;Steve Morison;5-3-2;603
20;21;Steve Morison;5-4-1;603
21;22;Steve Morison;3-4-1-2;603
22;23;Steve Morison;5-3-2;603
23;24;Steve Morison;3-5-2;603
24;25;Steve Morison;3-4-2-1;603
25;26;Steve Morison;3-5-2;603
26;27;Steve Morison;5-3-2;603
27;28;Steve Morison;3-5-2;603
28;29;Steve Morison;3-5-2;603
29;30;Steve Morison;3-5-2;603
30;31;Steve Morison;5-3-2;603
31;32;Steve Morison;3-5-2;603
32;33;Steve Morison;5-3-2;603
33;34;Steve Morison;5-3-2;603
34;35;Steve Morison;3-5-2;603
35;36;Steve Morison;3-5-2;603
36;37;Steve Morison;3-5-2;603
37;38;Steve Morison;3-5-2;603
38;39;Steve Morison;4-3-1-2;603
39;40;Steve Morison;3-5-2;603
40;41;Steve Morison;4-2-3-1;603
41;42;Steve Morison;5-4-1;603
42;43;Steve Morison;4-2-3-1;603
43;44;Steve Morison;3-5-2;603
44;45;Steve Morison;5-3-2;603
45;46;Steve Morison;5-3-2;603
