;jor;coach;system;teamid
0;1;Malky Mackay;3-5-2;2759
1;2;Malky Mackay;5-4-1;2759
2;3;Malky Mackay;4-2-3-1;2759
3;4;Malky Mackay;4-2-3-1;2759
4;5;Malky Mackay;4-2-3-1;2759
5;6;Malky Mackay;3-4-1-2;2759
6;7;Malky Mackay;3-4-1-2;2759
7;8;Malky Mackay;4-2-3-1;2759
8;9;Malky Mackay;4-2-3-1;2759
9;10;Malky Mackay;4-2-3-1;2759
10;11;Malky Mackay;4-2-3-1;2759
11;12;Malky Mackay;4-2-3-1;2759
12;13;Malky Mackay;4-2-3-1;2759
13;14;Malky Mackay;4-2-3-1;2759
14;15;Malky Mackay;4-2-3-1;2759
15;16;Malky Mackay;4-2-3-1;2759
16;17;Malky Mackay;4-2-3-1;2759
17;18;Malky Mackay;4-2-3-1;2759
18;19;Malky Mackay;4-4-2;2759
19;20;Malky Mackay;4-2-3-1;2759
20;21;Malky Mackay;4-2-3-1;2759
21;22;Malky Mackay;4-4-2;2759
22;23;Malky Mackay;4-1-4-1;2759
23;24;Malky Mackay;4-2-3-1;2759
24;25;Malky Mackay;4-3-3;2759
25;26;Malky Mackay;4-2-3-1;2759
26;27;Malky Mackay;4-3-3;2759
27;28;Malky Mackay;4-2-3-1;2759
28;29;Malky Mackay;4-2-3-1;2759
29;30;Malky Mackay;4-2-3-1;2759
30;31;Malky Mackay;4-2-3-1;2759
31;32;Malky Mackay;4-2-3-1;2759
32;33;Malky Mackay;4-2-3-1;2759
