;jor;coach;system;teamid
0;1;Zarko Lazetic;3-4-3;12135
1;2;Zarko Lazetic;3-4-3;12135
2;3;Zarko Lazetic;3-4-3;12135
3;4;Zarko Lazetic;4-2-3-1;12135
4;5;Zarko Lazetic;4-2-3-1;12135
5;6;Zarko Lazetic;4-2-3-1;12135
6;7;Zarko Lazetic;3-5-2;12135
7;8;Zarko Lazetic;3-4-3;12135
8;9;Zarko Lazetic;3-4-3;12135
9;10;Zarko Lazetic;3-4-3;12135
10;11;Zarko Lazetic;3-4-3;12135
11;12;Zarko Lazetic;3-5-2;12135
12;13;Zarko Lazetic;3-4-3;12135
13;14;Zarko Lazetic;3-5-2;12135
14;15;Zarko Lazetic;3-4-3;12135
15;16;Zarko Lazetic;3-4-3;12135
16;17;Zarko Lazetic;3-4-3;12135
17;18;Zarko Lazetic;3-4-3;12135
18;19;Milija Zizic;3-4-3;12135
19;20;Milija Zizic;3-5-2;12135
20;21;Milija Zizic;3-4-3;12135
21;22;Milija Zizic;4-4-2;12135
22;23;Milija Zizic;4-4-2;12135
23;24;Milija Zizic;4-4-2;12135
24;25;Milija Zizic;4-2-3-1;12135
25;26;Milija Zizic;4-4-2;12135
26;27;Milija Zizic;3-4-3;12135
27;28;Milija Zizic;3-4-3;12135
28;29;Milija Zizic;4-2-3-1;12135
29;30;Milija Zizic;4-2-3-1;12135
