;jor;coach;system;teamid
0;1;Leonid Slutski;4-3-3;2698
1;2;Leonid Slutski;4-3-3;2698
2;3;Leonid Slutski;4-3-3;2698
3;4;Leonid Slutski;4-3-3;2698
4;5;Leonid Slutski;4-3-3;2698
5;6;Leonid Slutski;4-3-3;2698
6;7;Leonid Slutski;4-2-3-1;2698
7;8;Leonid Slutski;4-2-3-1;2698
8;9;Leonid Slutski;4-2-3-1;2698
9;10;Leonid Slutski;4-2-3-1;2698
10;11;Leonid Slutski;4-2-3-1;2698
11;12;Leonid Slutski;4-2-3-1;2698
12;13;Leonid Slutski;4-1-4-1;2698
13;14;Leonid Slutski;4-1-4-1;2698
14;15;Leonid Slutski;4-2-3-1;2698
15;16;Leonid Slutski;4-1-4-1;2698
16;17;Leonid Slutski;4-2-3-1;2698
17;18;Leonid Slutski;4-1-4-1;2698
18;19;Leonid Slutski;4-1-4-1;2698
19;20;Leonid Slutski;4-1-4-1;2698
20;21;Leonid Slutski;4-3-3;2698
21;22;Leonid Slutski;4-1-4-1;2698
22;23;Leonid Slutski;4-1-4-1;2698
23;24;Leonid Slutski;4-1-4-1;2698
24;25;Leonid Slutski;4-3-3;2698
25;26;Leonid Slutski;4-3-3;2698
26;27;Leonid Slutski;4-3-3;2698
27;28;Leonid Slutski;4-2-3-1;2698
28;29;Leonid Slutski;4-4-2;2698
29;30;Leonid Slutski;4-3-3;2698
