;jor;coach;system;teamid
0;1;Julien Stéphan;4-4-2;667
1;2;Julien Stéphan;5-3-2;667
2;3;Julien Stéphan;5-3-2;667
3;4;Julien Stéphan;5-3-2;667
4;5;Julien Stéphan;5-3-2;667
5;6;Julien Stéphan;5-3-2;667
6;7;Julien Stéphan;5-3-2;667
7;8;Julien Stéphan;5-3-2;667
8;9;Julien Stéphan;5-3-2;667
9;10;Julien Stéphan;5-3-2;667
10;11;Julien Stéphan;5-3-2;667
11;12;Julien Stéphan;5-3-2;667
12;13;Julien Stéphan;5-3-2;667
13;14;Julien Stéphan;5-3-2;667
14;15;Julien Stéphan;5-3-2;667
15;16;Julien Stéphan;5-3-2;667
16;17;Julien Stéphan;5-3-2;667
17;18;Julien Stéphan;3-5-2;667
18;19;Julien Stéphan;3-5-2;667
19;20;Julien Stéphan;5-3-2;667
20;21;Julien Stéphan;3-5-2;667
21;22;Julien Stéphan;3-5-2;667
22;23;Julien Stéphan;3-5-2;667
23;24;Julien Stéphan;3-5-2;667
24;25;Julien Stéphan;3-5-2;667
25;26;Julien Stéphan;3-5-2;667
26;27;Julien Stéphan;3-5-2;667
27;28;Julien Stéphan;5-3-2;667
28;29;Julien Stéphan;3-4-1-2;667
29;30;Julien Stéphan;3-5-2;667
30;31;Julien Stéphan;3-5-2;667
31;32;Julien Stéphan;3-5-2;667
32;33;Julien Stéphan;3-5-2;667
33;34;Julien Stéphan;5-3-2;667
34;35;Julien Stéphan;5-3-2;667
35;36;Julien Stéphan;5-3-2;667
36;37;Julien Stéphan;5-3-2;667
37;38;Julien Stéphan;5-3-2;667
