;jor;coach;system;teamid
0;1;Pal Arne Johansen;4-3-3;1058
1;2;Pal Arne Johansen;4-3-3;1058
2;3;Pal Arne Johansen;4-3-3;1058
3;4;Pal Arne Johansen;4-3-3;1058
4;5;Pal Arne Johansen;4-3-3;1058
5;6;Pal Arne Johansen;4-3-3;1058
6;7;Pal Arne Johansen;4-3-3;1058
7;8;Pal Arne Johansen;4-3-3;1058
8;9;Pal Arne Johansen;4-3-3;1058
9;10;Pal Arne Johansen;4-3-3;1058
10;11;Pal Arne Johansen;4-3-3;1058
11;12;Pal Arne Johansen;4-3-3;1058
12;13;Pal Arne Johansen;4-3-3;1058
13;14;Pal Arne Johansen;4-3-3;1058
14;15;Pal Arne Johansen;4-3-3;1058
15;16;Pal Arne Johansen;4-3-3;1058
16;17;Pal Arne Johansen;4-3-3;1058
17;18;Pal Arne Johansen;4-3-3;1058
18;19;Pal Arne Johansen;5-3-2;1058
19;20;Pal Arne Johansen;3-5-2;1058
20;21;Pal Arne Johansen;4-3-3;1058
21;22;Pal Arne Johansen;4-3-3;1058
22;23;Pal Arne Johansen;4-3-3;1058
23;24;Pal Arne Johansen;4-3-3;1058
24;25;Pal Arne Johansen;4-3-3;1058
25;26;Pal Arne Johansen;5-4-1;1058
26;27;Pal Arne Johansen;4-3-3;1058
27;28;Pal Arne Johansen;4-3-3;1058
28;29;Pal Arne Johansen;4-3-3;1058
29;30;Pal Arne Johansen;4-1-3-2;1058
