;jor;coach;system;teamid
0;1;Brian Priske;4-2-3-1;1096
1;2;Brian Priske;4-2-3-1;1096
2;3;Brian Priske;4-2-3-1;1096
3;4;Brian Priske;4-2-3-1;1096
4;5;Brian Priske;4-2-3-1;1096
5;6;Brian Priske;4-3-3;1096
6;7;Brian Priske;4-3-3;1096
7;8;Brian Priske;4-4-2;1096
8;9;Brian Priske;4-2-3-1;1096
9;10;Brian Priske;4-2-3-1;1096
10;11;Brian Priske;4-2-3-1;1096
11;12;Brian Priske;4-2-3-1;1096
12;13;Brian Priske;4-2-3-1;1096
13;14;Brian Priske;4-2-3-1;1096
14;15;Brian Priske;4-2-3-1;1096
15;16;Brian Priske;4-3-1-2;1096
16;17;Brian Priske;4-3-1-2;1096
17;18;Brian Priske;4-3-1-2;1096
18;19;Brian Priske;4-3-3;1096
19;20;Brian Priske;4-3-3;1096
20;21;Brian Priske;4-3-1-2;1096
21;22;Brian Priske;4-3-1-2;1096
22;23;Brian Priske;4-3-2-1;1096
23;24;Brian Priske;4-4-2;1096
24;25;Brian Priske;4-4-2;1096
25;26;Brian Priske;4-4-2;1096
26;27;Brian Priske;4-3-2-1;1096
27;28;Brian Priske;4-4-2;1096
28;29;Brian Priske;4-4-2;1096
29;30;Brian Priske;4-3-3;1096
30;31;Brian Priske;4-3-3;1096
31;32;Brian Priske;4-3-3;1096
32;33;Brian Priske;4-2-3-1;1096
33;34;Brian Priske;4-2-3-1;1096
