;jor;coach;system;teamid
0;1;Ole Gunnar Solskjaer;4-2-3-1;985
1;2;Ole Gunnar Solskjaer;4-2-3-1;985
2;3;Ole Gunnar Solskjaer;4-2-3-1;985
3;4;Ole Gunnar Solskjaer;4-2-3-1;985
4;5;Ole Gunnar Solskjaer;4-2-3-1;985
5;6;Ole Gunnar Solskjaer;4-2-3-1;985
6;7;Ole Gunnar Solskjaer;4-2-3-1;985
7;8;Ole Gunnar Solskjaer;4-2-3-1;985
8;9;Ole Gunnar Solskjaer;4-2-3-1;985
9;10;Ole Gunnar Solskjaer;3-5-2;985
10;11;Ole Gunnar Solskjaer;3-5-2;985
11;12;Ole Gunnar Solskjaer;4-2-3-1;985
12;13;Michael Carrick;4-3-1-2;985
13;14;Michael Carrick;4-2-3-1;985
14;15;Ralf Rangnick;4-4-2;985
15;16;Ralf Rangnick;4-4-2;985
16;17;Ralf Rangnick;4-2-3-1;985
17;18;Ralf Rangnick;4-2-3-1;985
18;19;Ralf Rangnick;4-4-2;985
19;20;Ralf Rangnick;4-4-2;985
20;21;Ralf Rangnick;4-4-2;985
21;22;Ralf Rangnick;4-2-3-1;985
22;23;Ralf Rangnick;4-2-3-1;985
23;24;Ralf Rangnick;4-2-3-1;985
24;25;Ralf Rangnick;4-2-3-1;985
25;26;Ralf Rangnick;4-2-3-1;985
26;27;Ralf Rangnick;4-2-3-1;985
27;28;Ralf Rangnick;4-2-3-1;985
28;29;Ralf Rangnick;4-2-3-1;985
29;30;Ralf Rangnick;5-3-2;985
30;31;Ralf Rangnick;4-2-3-1;985
31;32;Ralf Rangnick;4-2-3-1;985
32;33;Ralf Rangnick;4-3-3;985
33;34;Ralf Rangnick;4-2-3-1;985
34;35;Ralf Rangnick;4-2-3-1;985
35;36;Ralf Rangnick;4-2-3-1;985
36;37;Ralf Rangnick;4-3-3;985
37;38;Ralf Rangnick;4-2-3-1;985
