;jor;coach;system;teamid
0;1;Dejan Stanković;4-2-3-1;159
1;2;Dejan Stanković;4-1-4-1;159
2;3;Dejan Stanković;4-2-3-1;159
3;4;Dejan Stanković;4-2-3-1;159
4;5;Dejan Stanković;4-4-2;159
5;6;Dejan Stanković;4-2-3-1;159
6;7;Dejan Stanković;4-2-3-1;159
7;8;Dejan Stanković;4-4-2;159
8;9;Dejan Stanković;4-4-2;159
9;10;Dejan Stanković;4-4-2;159
10;11;Dejan Stanković;4-1-4-1;159
11;12;Dejan Stanković;4-4-2;159
12;13;Dejan Stanković;4-4-2;159
13;14;Dejan Stanković;4-2-3-1;159
14;15;Dejan Stanković;4-3-3;159
15;16;Dejan Stanković;4-4-2;159
16;17;Dejan Stanković;4-4-2;159
17;18;Dejan Stanković;4-2-3-1;159
18;19;Dejan Stanković;4-2-3-1;159
19;20;Dejan Stanković;4-2-3-1;159
20;21;Dejan Stanković;4-2-3-1;159
21;22;Dejan Stanković;4-2-3-1;159
22;23;Dejan Stanković;4-2-3-1;159
23;24;Dejan Stanković;4-3-2-1;159
24;25;Dejan Stanković;3-5-2;159
25;26;Dejan Stanković;4-3-3;159
26;27;Dejan Stanković;4-3-3;159
27;28;Dejan Stanković;4-2-3-1;159
28;29;Dejan Stanković;4-4-2;159
29;30;Dejan Stanković;4-4-2;159
