;jor;coach;system;teamid
0;1;Branko Zigic;4-4-2;19488
1;2;Branko Zigic;4-4-2;19488
2;3;Branko Zigic;4-4-2;19488
3;4;Sekula Rasiovan;4-2-3-1;19488
4;5;Dusan Bajic;4-2-3-1;19488
5;6;Dusan Bajic;4-2-3-1;19488
6;7;Dusan Bajic;4-2-3-1;19488
7;8;Dusan Bajic;3-4-3;19488
8;9;Nemanja Miljanovic;3-4-3;19488
9;10;Nemanja Miljanovic;4-4-2;19488
10;11;Nemanja Miljanovic;4-4-2;19488
11;12;Dusan Bajic;4-4-2;19488
12;13;Dusan Bajic;4-4-2;19488
13;14;Dusan Bajic;4-4-2;19488
14;15;Dusan Bajic;4-2-3-1;19488
15;16;Dusan Bajic;4-2-3-1;19488
16;17;Dusan Bajic;4-2-3-1;19488
17;18;Dusan Bajic;4-2-3-1;19488
18;19;Dusan Bajic;4-2-3-1;19488
19;20;Dusan Bajic;4-2-3-1;19488
20;21;Dusan Bajic;4-4-2;19488
21;22;Dusan Bajic;4-2-3-1;19488
22;23;Dusan Bajic;4-2-3-1;19488
23;24;Dusan Bajic;4-2-3-1;19488
24;25;Dusan Bajic;4-2-3-1;19488
25;26;Dusan Bajic;4-2-3-1;19488
26;27;Dusan Bajic;4-2-3-1;19488
27;28;Dusan Bajic;4-2-3-1;19488
28;29;Dusan Bajic;4-2-3-1;19488
29;30;Dusan Bajic;4-4-2;19488
