;jor;coach;system;teamid
0;1;Aleksandar Stankovic;4-2-3-1;7567
1;2;Aleksandar Stankovic;4-2-3-1;7567
2;3;Aleksandar Stankovic;4-2-3-1;7567
3;4;Aleksandar Stankovic;4-2-3-1;7567
4;5;Aleksandar Stankovic;4-2-3-1;7567
5;6;Aleksandar Stankovic;4-2-3-1;7567
6;7;Aleksandar Stankovic;4-2-3-1;7567
7;8;Radomir Kokovic;4-3-3;7567
8;9;Radomir Kokovic;4-3-3;7567
9;10;Radoslav Batak;3-4-3;7567
10;11;Radoslav Batak;3-4-3;7567
11;12;Radoslav Batak;3-4-3;7567
12;13;Radoslav Batak;4-4-2;7567
13;14;Radoslav Batak;3-5-2;7567
14;15;Radoslav Batak;4-2-3-1;7567
15;16;Radoslav Batak;4-4-2;7567
16;17;Radoslav Batak;4-4-2;7567
17;18;Radoslav Batak;4-2-3-1;7567
18;19;Radoslav Batak;4-2-3-1;7567
19;20;Radoslav Batak;4-2-3-1;7567
20;21;Radoslav Batak;3-4-3;7567
21;22;Radoslav Batak;4-3-3;7567
22;23;Radoslav Batak;4-4-2;7567
23;24;Radoslav Batak;4-4-2;7567
24;25;Radoslav Batak;4-3-3;7567
25;26;Radoslav Batak;4-3-3;7567
26;27;Radoslav Batak;4-3-3;7567
27;28;Radoslav Batak;4-3-3;7567
28;29;Radoslav Batak;4-3-3;7567
29;30;Aleksandar Stankovic;4-3-3;7567
