;jor;coach;system;teamid
0;1;Urs Fischer;3-1-4-2;89
1;2;Urs Fischer;3-1-4-2;89
2;3;Urs Fischer;3-1-4-2;89
3;4;Urs Fischer;3-5-2;89
4;5;Urs Fischer;5-3-2;89
5;6;Urs Fischer;3-4-1-2;89
6;7;Urs Fischer;3-4-1-2;89
7;8;Urs Fischer;3-4-1-2;89
8;9;Urs Fischer;3-4-1-2;89
9;10;Urs Fischer;5-3-2;89
10;11;Urs Fischer;3-4-1-2;89
11;12;Urs Fischer;3-4-1-2;89
12;13;Urs Fischer;3-1-4-2;89
13;14;Urs Fischer;5-3-2;89
14;15;Urs Fischer;3-4-1-2;89
15;16;Urs Fischer;3-1-4-2;89
16;17;Urs Fischer;3-4-1-2;89
17;18;Urs Fischer;3-1-4-2;89
18;19;Urs Fischer;3-5-2;89
19;20;Urs Fischer;3-1-4-2;89
20;21;Urs Fischer;3-1-4-2;89
21;22;Urs Fischer;3-1-4-2;89
22;23;Urs Fischer;3-1-4-2;89
23;24;Urs Fischer;3-1-4-2;89
24;25;Urs Fischer;3-1-4-2;89
25;26;Urs Fischer;3-5-2;89
26;27;Urs Fischer;3-1-4-2;89
27;28;Urs Fischer;3-1-4-2;89
28;29;Urs Fischer;3-1-4-2;89
29;30;Urs Fischer;3-1-4-2;89
30;31;Urs Fischer;3-5-2;89
31;32;Urs Fischer;3-1-4-2;89
32;33;Urs Fischer;3-1-4-2;89
33;34;Urs Fischer;3-5-2;89
