;jor;coach;system;teamid
0;1;Rafael Benítez;4-2-3-1;29
1;2;Rafael Benítez;4-4-2;29
2;3;Rafael Benítez;4-4-2;29
3;4;Rafael Benítez;3-4-3;29
4;5;Rafael Benítez;4-4-2;29
5;6;Rafael Benítez;4-2-3-1;29
6;7;Rafael Benítez;4-2-3-1;29
7;8;Rafael Benítez;4-2-3-1;29
8;9;Rafael Benítez;4-2-3-1;29
9;10;Rafael Benítez;4-2-3-1;29
10;11;Rafael Benítez;4-4-2;29
11;12;Rafael Benítez;4-2-3-1;29
12;13;Rafael Benítez;4-2-3-1;29
13;14;Rafael Benítez;4-4-2;29
14;15;Rafael Benítez;4-2-3-1;29
15;16;Rafael Benítez;4-1-4-1;29
16;17;Rafael Benítez;5-4-1;29
17;18;Frank Lampard;4-2-3-1;29
18;19;Frank Lampard;4-3-3;29
19;20;Frank Lampard;4-2-3-1;29
20;21;Rafael Benítez;5-4-1;29
21;22;Rafael Benítez;4-4-2;29
22;23;Duncan Ferguson;4-4-2;29
23;24;Frank Lampard;3-4-3;29
24;25;Frank Lampard;4-4-2;29
25;26;Frank Lampard;4-4-2;29
26;27;Frank Lampard;4-3-3;29
27;28;Frank Lampard;4-3-3;29
28;29;Frank Lampard;3-4-3;29
29;30;Frank Lampard;3-4-3;29
30;31;Frank Lampard;4-3-3;29
31;32;Frank Lampard;4-3-3;29
32;33;Frank Lampard;3-4-3;29
33;34;Frank Lampard;4-1-4-1;29
34;35;Frank Lampard;3-4-3;29
35;36;Frank Lampard;3-4-3;29
36;37;Frank Lampard;3-4-3;29
37;38;Frank Lampard;3-5-2;29
