;jor;coach;system;teamid
0;1;Paolo Zanetti;4-3-3;607
1;2;Paolo Zanetti;4-3-3;607
2;3;Paolo Zanetti;4-3-3;607
3;4;Paolo Zanetti;4-3-3;607
4;5;Paolo Zanetti;4-3-3;607
5;6;Paolo Zanetti;4-3-3;607
6;7;Paolo Zanetti;4-3-3;607
7;8;Paolo Zanetti;4-3-3;607
8;9;Paolo Zanetti;4-3-3;607
9;10;Paolo Zanetti;4-3-3;607
10;11;Paolo Zanetti;4-3-3;607
11;12;Paolo Zanetti;4-3-3;607
12;13;Paolo Zanetti;4-3-3;607
13;14;Paolo Zanetti;4-3-2-1;607
14;15;Paolo Zanetti;4-3-1-2;607
15;16;Paolo Zanetti;4-3-3;607
16;17;Paolo Zanetti;4-3-1-2;607
17;18;Paolo Zanetti;4-3-3;607
18;19;Paolo Zanetti;4-3-2-1;607
19;20;Andrea Soncin;3-4-1-2;607
20;21;Paolo Zanetti;4-3-3;607
21;22;Paolo Zanetti;4-3-3;607
22;23;Paolo Zanetti;3-5-2;607
23;24;Paolo Zanetti;4-3-3;607
24;25;Paolo Zanetti;4-3-1-2;607
25;26;Paolo Zanetti;3-4-1-2;607
26;27;Paolo Zanetti;3-4-1-2;607
27;28;Paolo Zanetti;4-3-1-2;607
28;29;Paolo Zanetti;4-3-2-1;607
29;30;Paolo Zanetti;4-2-3-1;607
30;31;Paolo Zanetti;4-3-3;607
31;32;Paolo Zanetti;4-3-3;607
32;33;Paolo Zanetti;4-3-3;607
33;34;Paolo Zanetti;4-3-2-1;607
34;35;Andrea Soncin;5-3-2;607
35;36;Andrea Soncin;3-4-2-1;607
36;37;Andrea Soncin;3-4-2-1;607
37;38;Andrea Soncin;3-5-2;607
