;jor;coach;system;teamid
0;1;Asier Garitano;4-2-3-1;1244
1;2;Asier Garitano;3-4-3;1244
2;3;Asier Garitano;5-4-1;1244
3;4;Asier Garitano;4-2-3-1;1244
4;5;Asier Garitano;4-2-3-1;1244
5;6;Asier Garitano;4-2-3-1;1244
6;7;Asier Garitano;4-2-3-1;1244
7;8;Asier Garitano;4-2-3-1;1244
8;9;Asier Garitano;4-2-3-1;1244
9;10;Asier Garitano;4-2-3-1;1244
10;11;Asier Garitano;5-3-2;1244
11;12;Asier Garitano;3-4-2-1;1244
12;13;Asier Garitano;4-2-3-1;1244
13;14;Mehdi Nafti;4-2-3-1;1244
14;15;Mehdi Nafti;4-2-3-1;1244
15;16;Mehdi Nafti;4-2-3-1;1244
16;17;Mehdi Nafti;4-2-3-1;1244
17;18;Mehdi Nafti;4-2-3-1;1244
18;19;Mehdi Nafti;4-3-3;1244
19;20;Mehdi Nafti;4-3-3;1244
20;21;Mehdi Nafti;4-3-3;1244
21;22;Mehdi Nafti;4-2-3-1;1244
22;23;Mehdi Nafti;4-3-3;1244
23;24;Mehdi Nafti;4-3-3;1244
24;25;Mehdi Nafti;4-2-3-1;1244
25;26;Mehdi Nafti;4-2-3-1;1244
26;27;Mehdi Nafti;4-2-3-1;1244
27;28;Mehdi Nafti;4-3-1-2;1244
28;29;Mehdi Nafti;4-2-3-1;1244
29;30;Mehdi Nafti;4-3-3;1244
30;31;Mehdi Nafti;4-3-3;1244
31;32;Mehdi Nafti;4-3-3;1244
32;33;Mehdi Nafti;4-4-2;1244
33;34;Mehdi Nafti;4-4-2;1244
34;35;Mehdi Nafti;4-2-3-1;1244
35;36;Mehdi Nafti;4-2-3-1;1244
36;37;Mehdi Nafti;4-2-3-1;1244
37;38;Mehdi Nafti;4-2-3-1;1244
38;39;Mehdi Nafti;4-2-3-1;1244
39;40;Mehdi Nafti;4-2-3-1;1244
40;41;Mehdi Nafti;3-1-4-2;1244
41;42;Mehdi Nafti;3-4-3;1244
