;jor;coach;system;teamid
0;1;Kjetil Knutsen;4-3-3;501
1;2;Kjetil Knutsen;4-3-3;501
2;3;Kjetil Knutsen;4-3-3;501
3;4;Kjetil Knutsen;4-3-3;501
4;5;Kjetil Knutsen;4-3-3;501
5;6;Kjetil Knutsen;4-3-3;501
6;7;Kjetil Knutsen;4-3-3;501
7;8;Kjetil Knutsen;4-3-3;501
8;9;Kjetil Knutsen;4-3-3;501
9;10;Kjetil Knutsen;4-3-3;501
10;11;Kjetil Knutsen;4-3-3;501
11;12;Kjetil Knutsen;4-3-3;501
12;13;Kjetil Knutsen;4-3-3;501
13;14;Kjetil Knutsen;4-3-3;501
14;15;Kjetil Knutsen;4-3-3;501
15;16;Kjetil Knutsen;4-3-3;501
16;17;Kjetil Knutsen;4-3-3;501
17;18;Kjetil Knutsen;4-3-3;501
18;19;Kjetil Knutsen;4-3-3;501
19;20;Kjetil Knutsen;4-3-3;501
20;21;Kjetil Knutsen;4-3-3;501
21;22;Kjetil Knutsen;4-3-3;501
22;23;Kjetil Knutsen;4-3-3;501
23;24;Kjetil Knutsen;4-3-3;501
24;25;Kjetil Knutsen;4-3-3;501
25;26;Kjetil Knutsen;4-3-3;501
26;27;Kjetil Knutsen;4-3-3;501
27;28;Kjetil Knutsen;4-3-3;501
28;29;Kjetil Knutsen;4-3-3;501
29;30;Kjetil Knutsen;4-3-3;501
