;jor;coach;system;teamid
0;1;Marcelino;4-4-2;621
1;2;Marcelino;4-2-3-1;621
2;3;Marcelino;4-2-3-1;621
3;4;Marcelino;4-4-2;621
4;5;Marcelino;4-4-2;621
5;6;Marcelino;4-4-2;621
6;7;Marcelino;4-4-2;621
7;8;Marcelino;4-4-2;621
8;9;Marcelino;4-4-2;621
9;10;Marcelino;4-4-2;621
10;11;Marcelino;4-2-3-1;621
11;12;Marcelino;4-4-2;621
12;13;Marcelino;4-2-3-1;621
13;14;Marcelino;4-4-2;621
14;15;Marcelino;4-4-2;621
15;16;Marcelino;4-4-2;621
16;17;Marcelino;4-4-2;621
17;18;Marcelino;4-4-2;621
18;19;Marcelino;4-2-3-1;621
19;20;Marcelino;4-2-3-1;621
20;21;Marcelino;4-2-3-1;621
21;22;Marcelino;4-4-2;621
22;23;Marcelino;4-2-3-1;621
23;24;Marcelino;4-2-3-1;621
24;25;Marcelino;4-4-2;621
25;26;Marcelino;4-4-2;621
26;27;Marcelino;4-4-2;621
27;28;Marcelino;4-4-2;621
28;29;Marcelino;4-4-2;621
29;30;Marcelino;4-4-2;621
30;31;Marcelino;4-4-2;621
31;32;Marcelino;4-4-2;621
32;33;Marcelino;4-4-2;621
33;34;Marcelino;4-4-2;621
34;35;Marcelino;4-4-2;621
35;36;Marcelino;4-4-2;621
36;37;Marcelino;4-4-2;621
37;38;Marcelino;4-4-2;621
